"matrix","x","y"
"10",-18,7.5
"10",-18,8.5
"10",-18,9.5
"10",-18,10.5
"10",-18,11.5
"10",-18,12.5
"10",-18,13.5
"10",-18,14.5
"10",-18,15.5
"10",-18,16.5
"10",-18,17.5
"10",-18,18.5
"10",-18,19.5
"10",-18,20.5
"10",-18,21.5
"10",-18,22.5
"10",-18,23.5
"10",-18,24.5
"10",-18,25.5
"10",-18,26.5
"10",-18,27.5
"10",-18,28.5
"10",-18,29.5
"10",-18,30.5
"10",-18,31.5
"10",-18,32.5
"10",-18,33.5
"10",-18,34.5
"10",-18,35.5
"10",-18,36.5
"10",-18,37.5
"10",-18,38.5
"10",-18,39.5
"10",-18,40.5
"10",-18,41.5
"10",-18,42.5
"10",-18,43.5
"10",-18,44.5
"10",-18,45.5
"10",-18,46.5
"10",-18,47.5
"10",-17,48.5
"10",-16,49.5
"10",-15,50.5
"10",-14,51.5
"10",-13,52.5
"10",-12,53.5
"10",-11,54.5
"10",-10,55.5
"10",-9,56.5
"10",-8,57.5
"10",-7,58.5
"10",-6,59.5
"10",-5,59.5
"10",-4,59.5
"10",-3,59.5
"10",-2,58.5
"10",-1,57.5
"10",-1,56.5
"10",0,55.5
"10",0,54.5
"11",0,-73.5
"11",-1,-72.5
"11",-2,-71.5
"11",-3,-70.5
"11",-4,-69.5
"11",-5,-68.5
"11",-6,-67.5
"11",-7,-66.5
"11",-8,-65.5
"11",-9,-64.5
"11",-10,-63.5
"11",-11,-62.5
"11",-12,-61.5
"11",-13,-60.5
"11",-14,-59.5
"11",-15,-58.5
"11",-16,-57.5
"11",-17,-56.5
"11",-18,-55.5
"11",-18,-54.5
"11",-18,-53.5
"11",-18,-52.5
"11",-18,-51.5
"11",-18,-50.5
"11",-18,-49.5
"11",-18,-48.5
"11",-18,-47.5
"11",-18,-46.5
"11",-18,-45.5
"11",-18,-44.5
"11",-18,-43.5
"11",-18,-42.5
"11",-18,-41.5
"11",-18,-40.5
"11",-18,-39.5
"11",-18,-38.5
"11",-18,-37.5
"11",-18,-36.5
"11",-18,-35.5
"11",-18,-34.5
"11",-18,-33.5
"11",-18,-32.5
"11",-18,-31.5
"11",-18,-30.5
"11",-18,-29.5
"11",-18,-28.5
"11",-18,-27.5
"11",-18,-26.5
"11",-18,-25.5
"11",-18,-24.5
"11",-18,-23.5
"11",-18,-22.5
"11",-18,-21.5
"11",-18,-20.5
"11",-18,-19.5
"11",-18,-18.5
"11",-18,-17.5
"11",-18,-16.5
"11",-18,-15.5
"11",-18,-14.5
"11",-18,-13.5
"11",-18,-12.5
"11",-18,-11.5
"11",-18,-10.5
"11",-18,-9.5
"11",-18,-8.5
"11",-18,-7.5
"11",-18,-6.5
"11",-18,-5.5
"11",-18,-4.5
"11",-18,-3.5
"11",-18,-2.5
"11",-18,-1.5
"11",-18,-0.5
"11",-18,0.5
"11",-18,1.5
"11",-18,2.5
"11",-18,3.5
"11",-18,4.5
"11",-18,5.5
"11",-18,6.5
"11",-18,7.5
"11",-18,8.5
"11",-18,9.5
"11",-18,10.5
"11",-18,11.5
"11",-18,12.5
"11",-18,13.5
"11",-18,14.5
"11",-18,15.5
"11",-18,16.5
"11",-18,17.5
"11",-18,18.5
"11",-18,19.5
"11",-18,20.5
"11",-18,21.5
"11",-18,22.5
"11",-18,23.5
"11",-18,24.5
"11",-18,25.5
"11",-18,26.5
"11",-18,27.5
"11",-18,28.5
"11",-18,29.5
"11",-18,30.5
"11",-18,31.5
"11",-18,32.5
"11",-18,33.5
"11",-18,34.5
"11",-18,35.5
"11",-18,36.5
"11",-18,37.5
"11",-18,38.5
"11",-18,39.5
"11",-18,40.5
"11",-18,41.5
"11",-18,42.5
"11",-18,43.5
"11",-18,44.5
"11",-18,45.5
"11",-18,46.5
"11",-18,47.5
"11",-17,48.5
"11",-16,49.5
"11",-15,50.5
"11",-14,51.5
"11",-13,52.5
"11",-12,53.5
"11",-11,54.5
"11",-10,55.5
"11",-9,56.5
"11",-8,57.5
"11",-7,58.5
"11",-6,59.5
"11",-5,59.5
"11",-4,59.5
"11",-3,59.5
"11",-2,58.5
"11",-1,57.5
"11",0,56.5
"11",0,55.5
"11",0,54.5
"12",0,-73.5
"12",-1,-72.5
"12",-2,-71.5
"12",-3,-70.5
"12",-4,-69.5
"12",-5,-68.5
"12",-6,-67.5
"12",-7,-66.5
"12",-8,-65.5
"12",-9,-64.5
"12",-10,-63.5
"12",-11,-62.5
"12",-12,-61.5
"12",-13,-60.5
"12",-14,-59.5
"12",-15,-58.5
"12",-16,-57.5
"12",-17,-56.5
"12",-18,-55.5
"12",-18,-54.5
"12",-18,-53.5
"12",-18,-52.5
"12",-18,-51.5
"12",-18,-50.5
"12",-18,-49.5
"12",-18,-48.5
"12",-18,-47.5
"12",-18,-46.5
"12",-18,-45.5
"12",-18,-44.5
"12",-18,-43.5
"12",-18,-42.5
"12",-18,-41.5
"12",-18,-40.5
"12",-18,-39.5
"12",-18,-38.5
"12",-18,-37.5
"12",-18,-36.5
"12",-18,-35.5
"12",-18,-34.5
"12",-18,-33.5
"12",-18,-32.5
"12",-18,-31.5
"12",-18,-30.5
"12",-18,-29.5
"12",-18,-28.5
"12",-18,-27.5
"12",-18,-26.5
"12",-18,-25.5
"12",-18,-24.5
"12",-18,-23.5
"12",-18,-22.5
"12",-18,-21.5
"12",-18,-20.5
"12",-18,-19.5
"12",-18,-18.5
"12",-18,-17.5
"12",-18,-16.5
"12",-18,-15.5
"12",-18,-14.5
"12",-18,-13.5
"12",-18,-12.5
"12",-18,-11.5
"12",-18,-10.5
"12",-18,-9.5
"12",-18,-8.5
"12",-18,-7.5
"12",-18,-6.5
"12",-18,-5.5
"12",-18,-4.5
"12",-18,-3.5
"12",-18,-2.5
"12",-18,-1.5
"12",-18,-0.5
"12",-18,0.5
"12",-18,1.5
"12",-18,2.5
"12",-18,3.5
"12",-18,4.5
"12",-18,5.5
"12",-18,6.5
"12",-18,7.5
"12",-18,8.5
"12",-18,9.5
"12",-18,10.5
"12",-18,11.5
"12",-18,12.5
"12",-18,13.5
"12",-18,14.5
"12",-18,15.5
"12",-18,16.5
"12",-18,17.5
"12",-18,18.5
"12",-18,19.5
"12",-18,20.5
"12",-18,21.5
"12",-18,22.5
"12",-18,23.5
"12",-18,24.5
"12",-18,25.5
"12",-18,26.5
"12",-18,27.5
"12",-18,28.5
"12",-18,29.5
"12",-18,30.5
"12",-18,31.5
"12",-18,32.5
"12",-18,33.5
"12",-18,34.5
"12",-18,35.5
"12",-18,36.5
"12",-18,37.5
"12",-18,38.5
"12",-18,39.5
"12",-18,40.5
"12",-18,41.5
"12",-18,42.5
"12",-18,43.5
"12",-18,44.5
"12",-18,45.5
"12",-18,46.5
"12",-18,47.5
"12",-17,48.5
"12",-16,49.5
"12",-15,50.5
"12",-14,51.5
"12",-13,52.5
"12",-12,53.5
"12",-11,54.5
"12",-10,55.5
"12",-9,56.5
"12",-8,57.5
"12",-7,58.5
"12",-6,59.5
"12",-5,59.5
"12",-4,59.5
"12",-3,59.5
"12",-2,58.5
"12",-1,57.5
"12",0,56.5
"12",0,55.5
"12",0,54.5
"13",0,-73.5
"13",-1,-72.5
"13",-2,-71.5
"13",-3,-71.5
"13",-4,-70.5
"13",-5,-69.5
"13",-6,-68.5
"13",-7,-67.5
"13",-7,-66.5
"13",-7,-65.5
"13",-6,-64.5
"13",-5,-63.5
"13",-4,-62.5
"13",-3,-61.5
"13",-2,-60.5
"13",-1,-59.5
"13",0,-58.5
"13",1,-57.5
"13",2,-56.5
"13",3,-55.5
"13",4,-54.5
"13",3,-53.5
"13",2,-52.5
"13",3,-51.5
"13",4,-50.5
"13",5,-49.5
"13",6,-48.5
"13",7,-47.5
"13",6,-46.5
"13",7,-45.5
"13",6,-44.5
"13",7,-43.5
"13",8,-42.5
"13",9,-41.5
"13",9,-40.5
"13",9,-39.5
"13",10,-38.5
"13",11,-37.5
"13",12,-36.5
"13",13,-35.5
"13",14,-34.5
"13",14,-33.5
"13",14,-32.5
"13",14,-31.5
"13",14,-30.5
"13",14,-29.5
"13",13,-28.5
"13",12,-27.5
"13",11,-26.5
"13",10,-25.5
"13",9,-24.5
"13",8,-23.5
"13",7,-22.5
"13",6,-21.5
"13",5,-20.5
"13",4,-19.5
"13",3,-18.5
"13",2,-17.5
"13",1,-16.5
"13",0,-15.5
"13",-1,-14.5
"13",-2,-13.5
"13",-3,-12.5
"13",-4,-11.5
"13",-5,-10.5
"13",-6,-9.5
"13",-7,-8.5
"13",-8,-7.5
"13",-9,-6.5
"13",-10,-5.5
"13",-11,-4.5
"13",-12,-3.5
"13",-13,-2.5
"13",-14,-1.5
"13",-15,-0.5
"13",-16,0.5
"13",-17,1.5
"13",-18,2.5
"13",-18,3.5
"13",-18,4.5
"13",-18,5.5
"13",-18,6.5
"13",-18,7.5
"13",-18,8.5
"13",-18,9.5
"13",-18,10.5
"13",-18,11.5
"13",-18,12.5
"13",-18,13.5
"13",-18,14.5
"13",-18,15.5
"13",-18,16.5
"13",-18,17.5
"13",-18,18.5
"13",-18,19.5
"13",-18,20.5
"13",-18,21.5
"13",-18,22.5
"13",-18,23.5
"13",-18,24.5
"13",-17,25.5
"13",-17,26.5
"13",-17,27.5
"13",-17,28.5
"13",-16,29.5
"13",-16,30.5
"13",-16,31.5
"13",-16,32.5
"13",-16,33.5
"13",-16,34.5
"13",-16,35.5
"13",-16,36.5
"13",-16,37.5
"13",-16,38.5
"13",-16,39.5
"13",-16,40.5
"13",-16,41.5
"13",-17,42.5
"13",-18,43.5
"13",-19,44.5
"13",-20,45.5
"13",-19,46.5
"13",-18,47.5
"13",-17,48.5
"13",-16,49.5
"13",-15,50.5
"13",-14,51.5
"13",-13,52.5
"13",-12,53.5
"13",-11,54.5
"13",-10,55.5
"13",-9,56.5
"13",-8,57.5
"13",-7,58.5
"13",-6,59.5
"13",-5,59.5
"13",-4,59.5
"13",-3,59.5
"13",-2,58.5
"13",-1,57.5
"13",-1,56.5
"13",0,55.5
"13",0,54.5
"14",0,-73.5
"14",-1,-72.5
"14",-2,-71.5
"14",-3,-71.5
"14",-4,-70.5
"14",-5,-69.5
"14",-6,-68.5
"14",-7,-67.5
"14",-8,-66.5
"14",-8,-65.5
"14",-7,-64.5
"14",-6,-63.5
"14",-5,-62.5
"14",-4,-61.5
"14",-3,-60.5
"14",-2,-59.5
"14",-1,-58.5
"14",0,-57.5
"14",1,-56.5
"14",2,-55.5
"14",3,-54.5
"14",2,-53.5
"14",1,-52.5
"14",2,-51.5
"14",3,-50.5
"14",4,-49.5
"14",5,-48.5
"14",6,-47.5
"14",7,-46.5
"14",8,-45.5
"14",9,-44.5
"14",10,-43.5
"14",10,-42.5
"14",10,-41.5
"14",10,-40.5
"14",10,-39.5
"14",10,-38.5
"14",11,-37.5
"14",11,-36.5
"14",12,-35.5
"14",13,-34.5
"14",13,-33.5
"14",13,-32.5
"14",13,-31.5
"14",13,-30.5
"14",13,-29.5
"14",13,-28.5
"14",12,-27.5
"14",11,-26.5
"14",10,-25.5
"14",9,-24.5
"14",8,-23.5
"14",7,-22.5
"14",6,-21.5
"14",5,-20.5
"14",4,-19.5
"14",3,-18.5
"14",2,-17.5
"14",1,-16.5
"14",0,-15.5
"14",-1,-14.5
"14",-2,-13.5
"14",-3,-12.5
"14",-4,-11.5
"14",-5,-10.5
"14",-6,-9.5
"14",-7,-8.5
"14",-8,-7.5
"14",-9,-6.5
"14",-10,-5.5
"14",-11,-4.5
"14",-12,-3.5
"14",-13,-2.5
"14",-14,-1.5
"14",-15,-0.5
"14",-16,0.5
"14",-17,1.5
"14",-18,2.5
"14",-18,3.5
"14",-18,4.5
"14",-18,5.5
"14",-18,6.5
"14",-18,7.5
"14",-18,8.5
"14",-18,9.5
"14",-18,10.5
"14",-18,11.5
"14",-18,12.5
"14",-18,13.5
"14",-18,14.5
"14",-18,15.5
"14",-18,16.5
"14",-18,17.5
"14",-18,18.5
"14",-18,19.5
"14",-18,20.5
"14",-18,21.5
"14",-18,22.5
"14",-18,23.5
"14",-18,24.5
"14",-17,25.5
"14",-17,26.5
"14",-17,27.5
"14",-17,28.5
"14",-17,29.5
"14",-17,30.5
"14",-17,31.5
"14",-17,32.5
"14",-17,33.5
"14",-17,34.5
"14",-17,35.5
"14",-17,36.5
"14",-17,37.5
"14",-17,38.5
"14",-17,39.5
"14",-17,40.5
"14",-18,41.5
"14",-19,42.5
"14",-20,43.5
"14",-20,44.5
"14",-20,45.5
"14",-19,46.5
"14",-18,47.5
"14",-17,48.5
"14",-16,49.5
"14",-15,50.5
"14",-14,51.5
"14",-13,52.5
"14",-12,53.5
"14",-11,54.5
"14",-10,55.5
"14",-9,56.5
"14",-8,57.5
"14",-7,58.5
"14",-6,59.5
"14",-5,59.5
"14",-4,59.5
"14",-3,59.5
"14",-2,58.5
"14",-1,57.5
"14",-1,56.5
"14",0,55.5
"14",0,54.5
"15",0,-73.5
"15",-1,-72.5
"15",-2,-71.5
"15",-3,-71.5
"15",-4,-70.5
"15",-5,-69.5
"15",-6,-68.5
"15",-7,-67.5
"15",-8,-66.5
"15",-8,-65.5
"15",-7,-64.5
"15",-8,-63.5
"15",-7,-62.5
"15",-6,-61.5
"15",-5,-60.5
"15",-4,-59.5
"15",-3,-58.5
"15",-2,-57.5
"15",-1,-56.5
"15",0,-55.5
"15",1,-54.5
"15",2,-53.5
"15",3,-52.5
"15",4,-51.5
"15",5,-50.5
"15",6,-49.5
"15",7,-48.5
"15",8,-47.5
"15",9,-46.5
"15",10,-45.5
"15",11,-44.5
"15",11,-43.5
"15",11,-42.5
"15",11,-41.5
"15",11,-40.5
"15",11,-39.5
"15",11,-38.5
"15",12,-37.5
"15",12,-36.5
"15",12,-35.5
"15",12,-34.5
"15",12,-33.5
"15",12,-32.5
"15",12,-31.5
"15",12,-30.5
"15",12,-29.5
"15",12,-28.5
"15",12,-27.5
"15",11,-26.5
"15",10,-25.5
"15",9,-24.5
"15",8,-23.5
"15",7,-22.5
"15",6,-21.5
"15",5,-20.5
"15",4,-19.5
"15",3,-18.5
"15",2,-17.5
"15",1,-16.5
"15",0,-15.5
"15",-1,-14.5
"15",-2,-13.5
"15",-3,-12.5
"15",-4,-11.5
"15",-5,-10.5
"15",-6,-9.5
"15",-7,-8.5
"15",-8,-7.5
"15",-9,-6.5
"15",-10,-5.5
"15",-11,-4.5
"15",-12,-3.5
"15",-13,-2.5
"15",-14,-1.5
"15",-15,-0.5
"15",-16,0.5
"15",-17,1.5
"15",-18,2.5
"15",-18,3.5
"15",-18,4.5
"15",-18,5.5
"15",-18,6.5
"15",-18,7.5
"15",-18,8.5
"15",-18,9.5
"15",-18,10.5
"15",-18,11.5
"15",-18,12.5
"15",-18,13.5
"15",-18,14.5
"15",-18,15.5
"15",-18,16.5
"15",-18,17.5
"15",-18,18.5
"15",-18,19.5
"15",-18,20.5
"15",-18,21.5
"15",-18,22.5
"15",-18,23.5
"15",-18,24.5
"15",-18,25.5
"15",-18,26.5
"15",-18,27.5
"15",-18,28.5
"15",-18,29.5
"15",-18,30.5
"15",-18,31.5
"15",-18,32.5
"15",-18,33.5
"15",-18,34.5
"15",-18,35.5
"15",-18,36.5
"15",-18,37.5
"15",-18,38.5
"15",-18,39.5
"15",-18,40.5
"15",-18,41.5
"15",-19,42.5
"15",-19,43.5
"15",-19,44.5
"15",-19,45.5
"15",-19,46.5
"15",-18,47.5
"15",-17,48.5
"15",-16,49.5
"15",-15,50.5
"15",-14,51.5
"15",-13,52.5
"15",-12,53.5
"15",-11,54.5
"15",-10,55.5
"15",-9,56.5
"15",-8,57.5
"15",-7,58.5
"15",-6,59.5
"15",-5,59.5
"15",-4,59.5
"15",-3,59.5
"15",-2,58.5
"15",-1,57.5
"15",-1,56.5
"15",0,55.5
"15",0,54.5
"16",0,-73.5
"16",-1,-72.5
"16",-2,-71.5
"16",-3,-70.5
"16",-4,-69.5
"16",-5,-68.5
"16",-6,-67.5
"16",-7,-66.5
"16",-8,-65.5
"16",-9,-64.5
"16",-8,-63.5
"16",-7,-62.5
"16",-6,-61.5
"16",-5,-60.5
"16",-4,-59.5
"16",-3,-58.5
"16",-2,-57.5
"16",-1,-56.5
"16",0,-55.5
"16",1,-54.5
"16",2,-53.5
"16",3,-52.5
"16",4,-51.5
"16",5,-50.5
"16",6,-49.5
"16",7,-48.5
"16",8,-47.5
"16",9,-46.5
"16",10,-45.5
"16",11,-44.5
"16",11,-43.5
"16",11,-42.5
"16",11,-41.5
"16",11,-40.5
"16",11,-39.5
"16",11,-38.5
"16",11,-37.5
"16",11,-36.5
"16",11,-35.5
"16",11,-34.5
"16",11,-33.5
"16",11,-32.5
"16",11,-31.5
"16",11,-30.5
"16",11,-29.5
"16",11,-28.5
"16",11,-27.5
"16",11,-26.5
"16",10,-25.5
"16",9,-24.5
"16",8,-23.5
"16",7,-22.5
"16",6,-21.5
"16",5,-20.5
"16",4,-19.5
"16",3,-18.5
"16",2,-17.5
"16",1,-16.5
"16",0,-15.5
"16",-1,-14.5
"16",-2,-13.5
"16",-3,-12.5
"16",-4,-11.5
"16",-5,-10.5
"16",-6,-9.5
"16",-7,-8.5
"16",-8,-7.5
"16",-9,-6.5
"16",-10,-5.5
"16",-11,-4.5
"16",-12,-3.5
"16",-13,-2.5
"16",-14,-1.5
"16",-15,-0.5
"16",-16,0.5
"16",-17,1.5
"16",-17,2.5
"16",-17,3.5
"16",-17,4.5
"16",-17,5.5
"16",-17,6.5
"16",-17,7.5
"16",-17,8.5
"16",-17,9.5
"16",-17,10.5
"16",-17,11.5
"16",-17,12.5
"16",-18,13.5
"16",-18,14.5
"16",-18,15.5
"16",-18,16.5
"16",-18,17.5
"16",-18,18.5
"16",-18,19.5
"16",-18,20.5
"16",-18,21.5
"16",-18,22.5
"16",-18,23.5
"16",-18,24.5
"16",-18,25.5
"16",-18,26.5
"16",-18,27.5
"16",-18,28.5
"16",-18,29.5
"16",-18,30.5
"16",-18,31.5
"16",-18,32.5
"16",-18,33.5
"16",-18,34.5
"16",-18,35.5
"16",-18,36.5
"16",-18,37.5
"16",-18,38.5
"16",-18,39.5
"16",-18,40.5
"16",-18,41.5
"16",-18,42.5
"16",-18,43.5
"16",-18,44.5
"16",-18,45.5
"16",-18,46.5
"16",-18,47.5
"16",-17,48.5
"16",-16,49.5
"16",-15,50.5
"16",-14,51.5
"16",-13,52.5
"16",-12,53.5
"16",-11,54.5
"16",-10,55.5
"16",-9,56.5
"16",-8,57.5
"16",-7,58.5
"16",-6,59.5
"16",-5,59.5
"16",-4,59.5
"16",-3,59.5
"16",-2,58.5
"16",-1,57.5
"16",-1,56.5
"16",0,55.5
"16",0,54.5
"17",0,-73.5
"17",-1,-72.5
"17",-2,-71.5
"17",-3,-70.5
"17",-4,-69.5
"17",-5,-68.5
"17",-6,-67.5
"17",-7,-66.5
"17",-8,-65.5
"17",-9,-64.5
"17",-10,-63.5
"17",-11,-62.5
"17",-10,-61.5
"17",-9,-60.5
"17",-8,-59.5
"17",-7,-58.5
"17",-6,-57.5
"17",-5,-56.5
"17",-4,-55.5
"17",-3,-54.5
"17",-2,-53.5
"17",-1,-52.5
"17",0,-51.5
"17",1,-50.5
"17",2,-49.5
"17",3,-48.5
"17",4,-47.5
"17",5,-46.5
"17",6,-45.5
"17",7,-44.5
"17",8,-43.5
"17",9,-42.5
"17",9,-41.5
"17",9,-40.5
"17",9,-39.5
"17",9,-38.5
"17",9,-37.5
"17",9,-36.5
"17",9,-35.5
"17",9,-34.5
"17",9,-33.5
"17",9,-32.5
"17",9,-31.5
"17",9,-30.5
"17",9,-29.5
"17",9,-28.5
"17",9,-27.5
"17",9,-26.5
"17",9,-25.5
"17",8,-24.5
"17",7,-23.5
"17",6,-22.5
"17",5,-21.5
"17",4,-20.5
"17",3,-19.5
"17",2,-18.5
"17",1,-17.5
"17",0,-16.5
"17",-1,-15.5
"17",-2,-14.5
"17",-3,-13.5
"17",-4,-12.5
"17",-5,-11.5
"17",-6,-10.5
"17",-7,-9.5
"17",-8,-8.5
"17",-9,-7.5
"17",-10,-6.5
"17",-11,-5.5
"17",-12,-4.5
"17",-13,-3.5
"17",-14,-2.5
"17",-15,-1.5
"17",-16,-0.5
"17",-16,0.5
"17",-16,1.5
"17",-16,2.5
"17",-16,3.5
"17",-16,4.5
"17",-16,5.5
"17",-16,6.5
"17",-16,7.5
"17",-16,8.5
"17",-16,9.5
"17",-16,10.5
"17",-17,11.5
"17",-17,12.5
"17",-18,13.5
"17",-18,14.5
"17",-18,15.5
"17",-18,16.5
"17",-18,17.5
"17",-18,18.5
"17",-18,19.5
"17",-18,20.5
"17",-18,21.5
"17",-18,22.5
"17",-18,23.5
"17",-18,24.5
"17",-18,25.5
"17",-18,26.5
"17",-18,27.5
"17",-18,28.5
"17",-18,29.5
"17",-18,30.5
"17",-18,31.5
"17",-18,32.5
"17",-18,33.5
"17",-18,34.5
"17",-18,35.5
"17",-18,36.5
"17",-18,37.5
"17",-18,38.5
"17",-18,39.5
"17",-18,40.5
"17",-18,41.5
"17",-18,42.5
"17",-18,43.5
"17",-18,44.5
"17",-18,45.5
"17",-18,46.5
"17",-18,47.5
"17",-17,48.5
"17",-16,49.5
"17",-15,50.5
"17",-14,51.5
"17",-13,52.5
"17",-12,53.5
"17",-11,54.5
"17",-10,55.5
"17",-9,56.5
"17",-8,57.5
"17",-7,58.5
"17",-6,59.5
"17",-5,59.5
"17",-4,59.5
"17",-3,59.5
"17",-2,58.5
"17",-1,57.5
"17",0,56.5
"17",0,55.5
"17",0,54.5
"18",0,-73.5
"18",-1,-72.5
"18",-2,-71.5
"18",-3,-71.5
"18",-4,-70.5
"18",-5,-70.5
"18",-6,-70.5
"18",-7,-70.5
"18",-8,-70.5
"18",-9,-70.5
"18",-10,-70.5
"18",-11,-70.5
"18",-12,-70.5
"18",-13,-70.5
"18",-14,-70.5
"18",-15,-70.5
"18",-16,-70.5
"18",-17,-70.5
"18",-18,-70.5
"18",-19,-69.5
"18",-19,-68.5
"18",-19,-67.5
"18",-18,-66.5
"18",-17,-65.5
"18",-16,-64.5
"18",-15,-63.5
"18",-14,-62.5
"18",-13,-61.5
"18",-12,-60.5
"18",-11,-59.5
"18",-10,-58.5
"18",-9,-57.5
"18",-8,-56.5
"18",-7,-55.5
"18",-6,-54.5
"18",-5,-53.5
"18",-4,-52.5
"18",-3,-51.5
"18",-2,-50.5
"18",-1,-49.5
"18",0,-48.5
"18",1,-47.5
"18",2,-46.5
"18",3,-45.5
"18",4,-44.5
"18",5,-43.5
"18",6,-42.5
"18",7,-41.5
"18",8,-40.5
"18",9,-39.5
"18",10,-38.5
"18",11,-37.5
"18",12,-36.5
"18",13,-35.5
"18",14,-34.5
"18",14,-33.5
"18",14,-32.5
"18",14,-31.5
"18",14,-30.5
"18",14,-29.5
"18",14,-28.5
"18",13,-27.5
"18",12,-26.5
"18",11,-25.5
"18",10,-24.5
"18",9,-23.5
"18",8,-22.5
"18",7,-21.5
"18",6,-20.5
"18",5,-19.5
"18",4,-18.5
"18",3,-17.5
"18",2,-16.5
"18",1,-15.5
"18",0,-14.5
"18",-1,-13.5
"18",-2,-12.5
"18",-3,-11.5
"18",-4,-10.5
"18",-5,-9.5
"18",-6,-8.5
"18",-7,-7.5
"18",-8,-6.5
"18",-9,-5.5
"18",-10,-4.5
"18",-11,-3.5
"18",-12,-2.5
"18",-13,-1.5
"18",-14,-0.5
"18",-15,0.5
"18",-16,1.5
"18",-17,2.5
"18",-17,3.5
"18",-17,4.5
"18",-17,5.5
"18",-17,6.5
"18",-17,7.5
"18",-17,8.5
"18",-17,9.5
"18",-18,10.5
"18",-18,11.5
"18",-18,12.5
"18",-18,13.5
"18",-18,14.5
"18",-18,15.5
"18",-18,16.5
"18",-18,17.5
"18",-18,18.5
"18",-18,19.5
"18",-18,20.5
"18",-18,21.5
"18",-18,22.5
"18",-18,23.5
"18",-18,24.5
"18",-18,25.5
"18",-17,26.5
"18",-17,27.5
"18",-17,28.5
"18",-17,29.5
"18",-17,30.5
"18",-17,31.5
"18",-17,32.5
"18",-17,33.5
"18",-17,34.5
"18",-17,35.5
"18",-17,36.5
"18",-17,37.5
"18",-17,38.5
"18",-17,39.5
"18",-17,40.5
"18",-18,41.5
"18",-19,42.5
"18",-20,43.5
"18",-21,44.5
"18",-20,45.5
"18",-19,46.5
"18",-18,47.5
"18",-17,48.5
"18",-16,49.5
"18",-15,50.5
"18",-14,51.5
"18",-13,52.5
"18",-12,53.5
"18",-11,54.5
"18",-10,55.5
"18",-9,56.5
"18",-8,57.5
"18",-7,58.5
"18",-6,59.5
"18",-5,59.5
"18",-4,59.5
"18",-3,59.5
"18",-2,58.5
"18",-1,57.5
"18",-1,56.5
"18",0,55.5
"18",0,54.5
"19",0,-73.5
"19",-1,-72.5
"19",-2,-71.5
"19",-3,-71.5
"19",-4,-70.5
"19",-5,-70.5
"19",-6,-70.5
"19",-7,-69.5
"19",-8,-68.5
"19",-9,-67.5
"19",-10,-66.5
"19",-11,-65.5
"19",-10,-64.5
"19",-11,-63.5
"19",-10,-62.5
"19",-9,-61.5
"19",-8,-60.5
"19",-7,-59.5
"19",-6,-58.5
"19",-5,-57.5
"19",-4,-56.5
"19",-3,-55.5
"19",-2,-54.5
"19",-1,-53.5
"19",0,-52.5
"19",1,-51.5
"19",2,-50.5
"19",3,-49.5
"19",4,-48.5
"19",5,-47.5
"19",6,-46.5
"19",7,-45.5
"19",8,-44.5
"19",9,-43.5
"19",10,-42.5
"19",11,-41.5
"19",12,-40.5
"19",13,-39.5
"19",14,-38.5
"19",15,-37.5
"19",15,-36.5
"19",15,-35.5
"19",15,-34.5
"19",15,-33.5
"19",15,-32.5
"19",15,-31.5
"19",15,-30.5
"19",15,-29.5
"19",14,-28.5
"19",13,-27.5
"19",12,-26.5
"19",11,-25.5
"19",10,-24.5
"19",9,-23.5
"19",8,-22.5
"19",7,-21.5
"19",6,-20.5
"19",5,-19.5
"19",4,-18.5
"19",3,-17.5
"19",2,-16.5
"19",1,-15.5
"19",0,-14.5
"19",-1,-13.5
"19",-2,-12.5
"19",-3,-11.5
"19",-4,-10.5
"19",-5,-9.5
"19",-6,-8.5
"19",-7,-7.5
"19",-8,-6.5
"19",-9,-5.5
"19",-10,-4.5
"19",-11,-3.5
"19",-12,-2.5
"19",-13,-1.5
"19",-14,-0.5
"19",-15,0.5
"19",-16,1.5
"19",-17,2.5
"19",-17,3.5
"19",-17,4.5
"19",-17,5.5
"19",-17,6.5
"19",-17,7.5
"19",-17,8.5
"19",-17,9.5
"19",-17,10.5
"19",-17,11.5
"19",-18,12.5
"19",-18,13.5
"19",-18,14.5
"19",-18,15.5
"19",-18,16.5
"19",-18,17.5
"19",-18,18.5
"19",-18,19.5
"19",-18,20.5
"19",-18,21.5
"19",-18,22.5
"19",-18,23.5
"19",-18,24.5
"19",-18,25.5
"19",-17,26.5
"19",-17,27.5
"19",-17,28.5
"19",-17,29.5
"19",-17,30.5
"19",-17,31.5
"19",-17,32.5
"19",-17,33.5
"19",-17,34.5
"19",-17,35.5
"19",-17,36.5
"19",-17,37.5
"19",-17,38.5
"19",-17,39.5
"19",-17,40.5
"19",-18,41.5
"19",-19,42.5
"19",-20,43.5
"19",-20,44.5
"19",-20,45.5
"19",-19,46.5
"19",-18,47.5
"19",-17,48.5
"19",-16,49.5
"19",-15,50.5
"19",-14,51.5
"19",-13,52.5
"19",-12,53.5
"19",-11,54.5
"19",-10,55.5
"19",-9,56.5
"19",-8,57.5
"19",-7,58.5
"19",-6,59.5
"19",-5,59.5
"19",-4,59.5
"19",-3,59.5
"19",-2,58.5
"19",-1,57.5
"19",-1,56.5
"19",0,55.5
"19",0,54.5
"20",0,-73.5
